"Symbol","Synonym Symbol","Scientific Name with Author","State Common Name","Family"
"URLO","URTR","Urena trilobata Vell.","","Malvaceae"
"URMA3","","Urochloa maxima (Jacq.) R. Webster","guineagrass","Poaceae"
"URMA3","MEMA22","Megathyrsus maximus (Jacq.) B.K. Simon & S.W.L. Jacobs","","Poaceae"
"URMA3","PAMA4","Panicum maximum Jacq.","","Poaceae"
"URMA3","PAMAT2","Panicum maximum Jacq. var. trichoglume Robyns","","Poaceae"
"URMU","","Urochloa mutica (Forssk.) T.Q. Nguyen","para grass","Poaceae"
"URMU","BRMU","Brachiaria mutica (Forssk.) Stapf","","Poaceae"
"URMU","BRPU5","Brachiaria purpurascens (Raddi) Henr.","","Poaceae"
"URMU","PABA6","Panicum barbinode Trin.","","Poaceae"
"URMU","PAMU13","Panicum muticum Forssk.","","Poaceae"
"URMU","PAPU12","Panicum purpurascens Raddi","","Poaceae"
"UROCH","","Urochloa P. Beauv.","signalgrass","Poaceae"
"URPL","","Urochloa plantaginea (Link) R. Webster","plantain signalgrass","Poaceae"
"URPL","BRPL","Brachiaria plantaginea (Link) Hitchc.","","Poaceae"
"URPL","PAPL5","Panicum plantagineum Link","","Poaceae"
"URTIC","","Urtica L.","nettle","Urticaceae"
"URUR","","Urtica urens L.","dwarf nettle","Urticaceae"
"UTGI","","Utricularia gibba L.","humped bladderwort","Lentibulariaceae"
"UTGI","UTBI","Utricularia biflora Lam.","","Lentibulariaceae"
"UTGI","UTFI","Utricularia fibrosa Walter","","Lentibulariaceae"
"UTGI","UTOB","Utricularia obtusa Sw.","","Lentibulariaceae"
"UTGI","UTPU3","Utricularia pumila Walter","","Lentibulariaceae"
"UTRIC","","Utricularia L.","bladderwort","Lentibulariaceae"
"VACA8","","Vaccinium calycinum Sm.","ohelo kau la'au","Ericaceae"
"VACA8","VACAM","Vaccinium calycinum Sm. var. montanum (Wawra) Skottsb.","","Ericaceae"
"VACA8","VADEM","Vaccinium dentatum Sm. var. minutifolium Skottsb.","","Ericaceae"
"VACCA","","Vaccaria von Wolf","soapwort","Caryophyllaceae"
"VACCI","","Vaccinium L.","blueberry","Ericaceae"
"VACHE","","Vachellia Wight & Arn.","acacia","Fabaceae"
"VADE2","","Vaccinium dentatum Sm.","ohelo","Ericaceae"
"VADE2","VADEA","Vaccinium dentatum Sm. var. argutidens Skottsb.","","Ericaceae"
"VADE2","VADEL","Vaccinium dentatum Sm. var. lanceolatum (A. Gray) Skottsb.","","Ericaceae"
"VAFA","","Vachellia farnesiana (L.) Wight & Arn.","sweet acacia","Fabaceae"
"VAFA","ACFA","Acacia farnesiana (L.) Willd.","","Fabaceae"
"VAFA","ACFAF2","Acacia farnesiana (L.) Willd. var. farnesiana","","Fabaceae"
"VAFA","ACMI4","Acacia minuta (M.E. Jones) R.M. Beauch.","","Fabaceae"
"VAFA","ACMID","Acacia minuta (M.E. Jones) R.M. Beauch. ssp. densiflora (Alexander ex Small) R.M. Beauch.","","Fabaceae"
"VAFA","ACSM","Acacia smallii Isely","","Fabaceae"
"VAFA","MIFA","Mimosa farnesiana L.","","Fabaceae"
"VAFA","PIMI5","Pithecellobium minutum M.E. Jones","","Fabaceae"
"VAFA","VADE4","Vachellia densiflora Alexander ex Small","","Fabaceae"
"VAHI2","","Vaccaria hispanica (Mill.) Rauschert","cow soapwort","Caryophyllaceae"
"VAHI2","SAVA4","Saponaria vaccaria L.","","Caryophyllaceae"
"VAHI2","VAPY","Vaccaria pyramidata Medik.","","Caryophyllaceae"
"VAHI2","VASE4","Vaccaria segetalis Garcke ex Asch.","","Caryophyllaceae"
"VAHI2","VAVA2","Vaccaria vaccaria (L.) Britton, nom. inval.","","Caryophyllaceae"
"VAHI2","VAVU2","Vaccaria vulgaris Host","","Caryophyllaceae"
"VANDE","","Vandenboschia Copeland","vandenboschia","Hymenophyllaceae"
"VARE","","Vaccinium reticulatum Sm.","ohelo 'ai","Ericaceae"
"VARE","VABE","Vaccinium berberidifolium (A. Gray) Skottsb.","","Ericaceae"
"VARE","VAPA3","Vaccinium pahalae Skottsb.","","Ericaceae"
"VARE","VAPE","Vaccinium peleanum Skottsb.","","Ericaceae"
"VATU","","Vandenboschia tubiflora F.S. Wagner","Kauai fern","Hymenophyllaceae"
"VEAR","","Veronica arvensis L.","corn speedwell","Scrophulariaceae"
"VEBL","","Verbascum blattaria L.","moth mullein","Scrophulariaceae"
"VEBO","","Verbena bonariensis L.","purpletop vervain","Verbenaceae"
"VEBO","VEBOB","Verbena bonariensis L. var. bonariensis","","Verbenaceae"
"VEBO","VEBOC","Verbena bonariensis L. var. conglomerata Briq.","","Verbenaceae"
"VEBR2","","Verbena brasiliensis Vell.","Brazilian vervain","Verbenaceae"
"VEEN","","Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray","golden crownbeard","Asteraceae"
"VEENE3","","Verbesina encelioides (Cav.) Benth. & Hook. f. ex A. Gray ssp. encelioides","golden crownbeard","Asteraceae"
"VEENE3","VEMI4","Verbesina microptera (DC.) Herter, non DC.","","Asteraceae"
"VEENE3","XIEN","Ximenesia encelioides Cav.","","Asteraceae"
"VEENE3","XIENC","Ximenesia encelioides Cav. var. cana DC. p.p.","","Asteraceae"
"VEENE3","XIMI","Ximenesia microptera DC.","","Asteraceae"
"VEIN9","","Verbena incompta P.W. Michael","purpletop vervain","Verbenaceae"
"VEIN9","VEBO3","Verbena bonariensis auct. non L.","","Verbenaceae"
"VEIN9","VEBOB2","Verbena bonariensis auct. non L. var. bonariensis","","Verbenaceae"
"VELI","","Verbena litoralis Kunth","seashore vervain","Verbenaceae"
"VEMO3","","Vernicia montana Lour.","mu oil tree","Euphorbiaceae"
"VEMO3","ALCO12","Aleurites cordata auct. non (Thunb.) R. Br. ex Steud., orth. var.","","Euphorbiaceae"
"VEMO3","ALCO17","Aleurites cordatus auct. non (Thunb.) R. Br. ex Steud.","","Euphorbiaceae"
"VEMO3","ALMO11","Aleurites montana (Lour.) E.H. Wilson, orth. var.","","Euphorbiaceae"
"VEMO3","ALMO16","Aleurites montanus (Lour.) E.H. Wilson","","Euphorbiaceae"
"VEMO3","VECO6","Vernicia cordata auct. non (Thunb.) Airy-Shaw","","Euphorbiaceae"
"VEPE2","","Veronica peregrina L.","neckweed","Scrophulariaceae"
"VEPEX2","","Veronica peregrina L. ssp. xalapensis (Kunth) Pennell","hairy purslane speedwell","Scrophulariaceae"
"VEPEX2","VEPEX","Veronica peregrina L. var. xalapensis (Kunth) Pennell","","Scrophulariaceae"
"VEPEX2","VESH","Veronica sherwoodii M. Peck","","Scrophulariaceae"
"VEPEX2","VEXA","Veronica xalapensis Kunth","","Scrophulariaceae"
"VEPL2","","Veronica plebia R. Br.","island speedwell","Scrophulariaceae"
"VERBA","","Verbascum L.","mullein","Scrophulariaceae"
"VERBE","","Verbena L.","vervain","Verbenaceae"
"VERBE2","","Verbesina L.","crownbeard","Asteraceae"
"VERI2","","Verbena rigida Spreng.","tuberous vervain","Verbenaceae"
"VERI2","VERIL","Verbena rigida Spreng. var. lilacina (Harrow) Moldenke","","Verbenaceae"
"VERI2","VEVE5","Verbena venosa Gillies & Hook.","","Verbenaceae"
"VERNI","","Vernicia Lour.","vernicia","Euphorbiaceae"
"VERON","","Veronica L.","speedwell","Scrophulariaceae"
"VESE","","Veronica serpyllifolia L.","thymeleaf speedwell","Scrophulariaceae"
"VESES","","Veronica serpyllifolia L. ssp. serpyllifolia","thymeleaf speedwell","Scrophulariaceae"
"VESES","VESEN","Veronica serpyllifolia L. var. nummularioides Lecoq & Lamotte","","Scrophulariaceae"
"VESES","VESE3","Veronicastrum serpyllifolium (L.) Fourr.","","Scrophulariaceae"
"VETH","","Verbascum thapsus L.","common mullein","Scrophulariaceae"
"VEVI2","","Verbascum virgatum Stokes","wand mullein","Scrophulariaceae"
"VIAD2","","Vigna adenantha (G. Mey.) Marechal, Mascherpa & Stanier","wild pea","Fabaceae"
"VIAD2","PHAD3","Phaseolus adenanthus G. Mey.","","Fabaceae"
"VICH4","","Viola chamissoniana Gingins","olopu","Violaceae"
"VICHC","","Viola chamissoniana Gingins ssp. chamissoniana","olopu","Violaceae"
"VICHR","","Viola chamissoniana Gingins ssp. robusta (Hillebr.) W.L. Wagner, D.R. Herbst & Sohmer","olopu","Violaceae"
"VICHR","VIRO5","Viola robusta Hillebr.","","Violaceae"
"VICHT","","Viola chamissoniana Gingins ssp. tracheliifolia (Gingins) W.L. Wagner, D.R. Herbst & Sohmer","olopu","Violaceae"
"VICHT","VITR6","Viola tracheliifolia Gingins","","Violaceae"
"VICHT","VITRO","Viola tracheliifolia Gingins var. olokelensis (Skottsb.) Skottsb.","","Violaceae"
"VICHT","VITRP","Viola tracheliifolia Gingins var. populifolia Skottsb.","","Violaceae"
"VICIA","","Vicia L.","vetch","Fabaceae"
"VICR","","Vicia cracca L.","bird vetch","Fabaceae"
"VICRC","","Vicia cracca L. ssp. cracca","bird vetch","Fabaceae"
"VICRC","VICRG","Vicia cracca L. ssp. grossheimii (Ekutim.) Hashimov, nom. inval.","","Fabaceae"
"VICRC","VISE6","Vicia semicincta Greene","","Fabaceae"
"VICRT","","Vicia cracca L. ssp. tenuifolia (Roth) Gaudin","cow vetch","Fabaceae"
"VICRT","VICRA","Vicia cracca L. var. angustissima Neilr.","","Fabaceae"
"VICRT","VICRT2","Vicia cracca L. var. tenuifolia (Roth) G. Beck","","Fabaceae"
"VICRT","VITE2","Vicia tenuifolia Roth","","Fabaceae"
"VIEL3","","Vittaria elongata Sw.","stiff shoestring fern","Vittariaceae"
"VIEL3","HAEL","Haplopteris elongata (Sw.) E.H. Crane","","Vittariaceae"
"VIEL3","VIRI2","Vittaria rigida Kaulf.","","Vittariaceae"
"VIGNA","","Vigna Savi","cowpea","Fabaceae"
"VIHE2","","Viola helenae Forbes & Lydgate","Wahiawa stream violet","Violaceae"
"VIKA","","Viola kauaensis A. Gray","pohe hiwa","Violaceae"
"VIKAH","","Viola kauaensis A. Gray var. hosakae (H. St. John ) Havran & Ching Harbin","Oahu pohe hiwa","Violaceae"
"VIKAH","VIHO3","Viola hosakae H. St. John","","Violaceae"
"VIKAK","","Viola kauaensis A. Gray var. kauaensis","pohe hiwa","Violaceae"
"VIKAW","","Viola kauaensis A. Gray var. wahiawaensis Forbes","pohe hiwa","Violaceae"
"VILA17","","Viola lanaiensis Becker","Hawai'i violet","Violaceae"
"VILA17","VIHEL","Viola heleniae Forbes & Lydgate var. lanaiensis Rock","","Violaceae"
"VILU4","","Viola ×luciae Skottsb. [chamissoniana × maviensis]","hybrid violet","Violaceae"
"VIMA3","","Vigna marina (Burm. f.) Merr.","notched cowpea","Fabaceae"
"VIMA3","VIRE12","Vigna retusa (E. Mey.) Walp.","","Fabaceae"
"VIMA6","","Viola maviensis H. Mann","Hawai'i bog violet","Violaceae"
"VIMA6","VIMAK","Viola maviensis H. Mann var. kohalana Rock","","Violaceae"
"VIME","","Vicia menziesii Spreng.","Hawai'i vetch","Fabaceae"
"VIOA","","Viola oahuensis Forbes","Oahu violet","Violaceae"
"VIOD","","Viola odorata L.","sweet violet","Violaceae"
"VIOLA","","Viola L.","violet","Violaceae"
"VIOW","","Vigna owahuensis Vogel","Oahu cowpea","Fabaceae"
"VIOW","VISA3","Vigna sandwicensis A. Gray","","Fabaceae"
"VIOW","VISAH","Vigna sandwicensis A. Gray var. heterophylla Rock","","Fabaceae"
"VIPA6","","Vitex parviflora Juss.","smallflower chastetree","Verbenaceae"
"VIRO80","","Vitex rotundifolia L. f.","roundleaf chastetree","Verbenaceae"
"VIRO80","VIOV2","Vitex ovata Thunb.","","Verbenaceae"
"VIRO80","VITRS2","Vitex trifolia L. var. simplicifolia Cham.","","Verbenaceae"
"VISA","","Vicia sativa L.","garden vetch","Fabaceae"
"VISAN2","","Vicia sativa L. ssp. nigra (L.) Ehrh.","garden vetch","Fabaceae"
"VISAN2","VIAN","Vicia angustifolia L.","","Fabaceae"
"VISAN2","VIANS","Vicia angustifolia L. var. segetalis (Thuill.) W.D.J. Koch","","Fabaceae"
"VISAN2","VIANU","Vicia angustifolia L. var. uncinata (Desv.) Rouy","","Fabaceae"
"VISAN2","VIPI4","Vicia pilosa M. Bieb.","","Fabaceae"
"VISAN2","VISAS4","Vicia sativa L. ssp. segetalis (Thuill.) Celak.","","Fabaceae"
"VISAN2","VISAA2","Vicia sativa L. var. angustifolia (L.) Ser.","","Fabaceae"
"VISAN2","VISAN","Vicia sativa L. var. nigra L.","","Fabaceae"
"VISAN2","VISAS3","Vicia sativa L. var. segetalis (Thuill.) Ser.","","Fabaceae"
"VISP","","Vigna speciosa (Kunth) Verdc.","wondering cowpea","Fabaceae"
"VISP","PHSP80","Phaseolus speciosus Kunth","","Fabaceae"
"VITEX","","Vitex L.","chastetree","Verbenaceae"
"VITR7","","Vitex trifolia L.","simpleleaf chastetree","Verbenaceae"
"VITRB","","Vitex trifolia L. var. bicolor (Willd.) Moldenke","simpleleaf chastetree","Verbenaceae"
"VITRS","","Vitex trifolia L. var. subtrisecta (Kuntze) Moldenke","simpleleaf chastetree","Verbenaceae"
"VITRT","","Vitex trifolia L. var. trifolia","simpleleaf chastetree","Verbenaceae"
"VITRV","","Vitex trifolia L. var. variegata Moldenke","varigated chastetree","Verbenaceae"
"VITTA","","Vittaria Sm.","shoestring fern","Vittariaceae"
"VIVA5","","Viola vanroyenii H. St. John","van Royen pohe hiwa","Violaceae"
"VIVI","","Vicia villosa Roth","winter vetch","Fabaceae"
"VIVIV","","Vicia villosa Roth ssp. villosa","winter vetch","Fabaceae"
"VIWA2","","Viola wailenalenae (Rock) Skottsb.","Alakai Swamp violet","Violaceae"
"VUBR","","Vulpia bromoides (L.) Gray","brome fescue","Poaceae"
"VUBR","BRDE5","Bromus dertonensis All.","","Poaceae"
"VUBR","FEBR4","Festuca bromoides L.","","Poaceae"
"VUBR","FEDE2","Festuca dertonensis (All.) Asch. & Graebn.","","Poaceae"
"VUBR","VUDE","Vulpia dertonensis (All.) Gola","","Poaceae"
"VULPI","","Vulpia C.C. Gmel.","fescue","Poaceae"
"VUMY","","Vulpia myuros (L.) C.C. Gmel.","annual fescue","Poaceae"
"VUMY","FEME","Festuca megalura Nutt.","","Poaceae"
"VUMY","FEMEH","Festuca megalura Nutt. var. hirsuta (Hack.) Asch. & Graebn.","","Poaceae"
"VUMY","FEMY2","Festuca myuros L.","","Poaceae"
"VUMY","VUME","Vulpia megalura (Nutt.) Rydb.","","Poaceae"
"VUMY","VUMYH","Vulpia myuros (L.) C.C. Gmel. var. hirsuta Hack.","","Poaceae"
"VUMY","VUMYM2","Vulpia myuros (L.) C.C. Gmel. var. myuros","","Poaceae"
"WABO","","Watsonia borbonica (Pourr.) Goldblatt","Cape bugle-lily","Iridaceae"
"WAHLE","","Wahlenbergia Schrad. ex Roth","wahlenbergia","Campanulaceae"
"WAIN","","Waltheria indica L.","uhaloa","Sterculiaceae"
"WAIN","WAAM2","Waltheria americana L.","","Sterculiaceae"
"WAIN","WAINA","Waltheria indica L. var. americana (L.) R. Br. ex Hosaka","","Sterculiaceae"
